BILLING_ID,COUPON_ID,DELIVERY_ID,TIP_DETAILS,PAYMENT_METHOD,TRANSACTION_STATUS,NET_TOTAL,CONVENIENCE_FEE,ORDER_DELIVERY_CHARGE,PAYMENT_TXN_ID,IS_BANK_DISCOUNT,SAVINGS_SHOWN_TO_CUSTOMER,TOTAL_TAX,ORDER_ID
237658375,5c8db214-00d9-4667-8e83-ff8c11969a27,237658375,PRE_ORDER_TIPPING,Bank,success,83.0000,0.0000,19.0000,126192580057,FALSE,TRUE,4,126192580057
237658375,5c8db214-00d9-4667-8e83-ff8c11969a27,237658375,PRE_ORDER_TIPPING,Bank,success,96.0000,0.0000,19.0000,126106364663,FALSE,TRUE,5,126106364663
237658375,faaa6a87-b613-4f3b-820c-4cbc93662187,237658375,PRE_ORDER_TIPPING,Bank,success,96.0000,0.0000,19.0000,125860015811,FALSE,TRUE,5,125860015811
237658375,5c8db214-00d9-4667-8e83-ff8c11969a27,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,125844081480,FALSE,TRUE,4,125844081480
237658375,5c8db214-00d9-4667-8e83-ff8c11969a27,237658375,PRE_ORDER_TIPPING,Bank,success,87.0000,0.0000,19.0000,125774998141,FALSE,TRUE,4,125774998141
237658375,f92d7f1e-390d-4e23-bdff-b38e5ee1297e,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,125587511481,FALSE,TRUE,4,125587511481
237658375,f92d7f1e-390d-4e23-bdff-b38e5ee1297e,237658375,PRE_ORDER_TIPPING,Bank,success,96.0000,0.0000,19.0000,125512242675,FALSE,TRUE,5,125512242675
237658375,916d1698-a0f8-49b1-a14e-de30bd42fc75,237658375,PRE_ORDER_TIPPING,Bank,success,103.0000,0.0000,19.0000,125498776685,FALSE,TRUE,5,125498776685
237658375,92cd5564-2047-4971-a302-52d84cd4cef1,237658375,PRE_ORDER_TIPPING,Bank,success,83.0000,0.0000,19.0000,124379416308,FALSE,TRUE,4,124379416308
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,124298858275,FALSE,TRUE,4,124298858275
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,96.0000,0.0000,19.0000,124117019337,FALSE,TRUE,5,124117019337
237658375,890934e0-338a-4b29-ae0b-d77eabc48f51,237658375,PRE_ORDER_TIPPING,Bank,success,106.0000,0.0000,19.0000,124091479435,FALSE,TRUE,5,124091479435
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,83.0000,0.0000,19.0000,123952100565,FALSE,TRUE,0,123952100565
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,123867860569,FALSE,TRUE,0,123867860569
237658375,92cd5564-2047-4971-a302-52d84cd4cef1,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,123786220076,FALSE,TRUE,0,123786220076
237658375,1badce64-b975-48ab-9420-a5965966b648,237658375,PRE_ORDER_TIPPING,Bank,success,171.0000,0.0000,34.0000,123684078448,FALSE,TRUE,0,123684078448
237658375,92cd5564-2047-4971-a302-52d84cd4cef1,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,123603229345,FALSE,TRUE,0,123603229345
237658375,58c5b17a-7667-4fcd-a18a-c1517e340ddd,237658375,PRE_ORDER_TIPPING,Bank,success,156.0000,0.0000,19.0000,123583792733,FALSE,TRUE,0,123583792733
237658375,a5160917-f4db-4a70-8ee2-fd763426a3d9,237658375,PRE_ORDER_TIPPING,Bank,success,138.0000,0.0000,19.0000,123514862264,FALSE,TRUE,0,123514862264
237658375,7bc543ca-2d41-488d-99e9-8d047c7da160,237658375,PRE_ORDER_TIPPING,Bank,success,194.0000,0.0000,19.0000,123431069500,FALSE,TRUE,0,123431069500
237658375,1badce64-b975-48ab-9420-a5965966b648,237658375,PRE_ORDER_TIPPING,Bank,success,132.0000,0.0000,34.0000,123337919557,FALSE,TRUE,0,123337919557
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,71.0000,0.0000,19.0000,123253273493,FALSE,TRUE,0,123253273493
237658375,1badce64-b975-48ab-9420-a5965966b648,237658375,PRE_ORDER_TIPPING,Bank,success,132.0000,0.0000,34.0000,122968306928,FALSE,TRUE,0,122968306928
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,122914643944,FALSE,TRUE,0,122914643944
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,122712021950,FALSE,TRUE,0,122712021950
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,122663275365,FALSE,TRUE,0,122663275365
237658375,92cd5564-2047-4971-a302-52d84cd4cef1,237658375,PRE_ORDER_TIPPING,Bank,success,83.0000,0.0000,19.0000,122574197301,FALSE,TRUE,0,122574197301
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,71.0000,0.0000,19.0000,122488070215,FALSE,TRUE,0,122488070215
237658375,9dcb5875-d8c3-451b-9ac1-4386276db719,237658375,PRE_ORDER_TIPPING,Bank,success,94.0000,0.0000,34.0000,122445846338,FALSE,TRUE,0,122445846338
237658375,cd5c616f-d226-4d81-b7f3-04e179e34fce,237658375,PRE_ORDER_TIPPING,Bank,success,156.0000,0.0000,19.0000,122388586288,FALSE,TRUE,7,122388586288
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,95.0000,0.0000,19.0000,122366598422,FALSE,TRUE,0,122366598422
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,71.0000,0.0000,19.0000,122228866271,FALSE,TRUE,0,122228866271
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,122142803878,FALSE,TRUE,0,122142803878
237658375,9dcb5875-d8c3-451b-9ac1-4386276db719,237658375,PRE_ORDER_TIPPING,Bank,success,82.0000,0.0000,24.0000,122099960647,FALSE,TRUE,0,122099960647
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,122023636246,FALSE,TRUE,0,122023636246
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,121871194890,FALSE,TRUE,0,121871194890
237658375,9bd86431-da5c-4d2b-b057-8fc9be1bb09b,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,121695095856,FALSE,TRUE,0,121695095856
237658375,cb84bae2-937c-4076-80ce-4a54f7f3cb30,237658375,PRE_ORDER_TIPPING,Bank,success,199.0000,0.0000,24.0000,121627055409,FALSE,TRUE,0,121627055409
237658375,cd5c616f-d226-4d81-b7f3-04e179e34fce,237658375,PRE_ORDER_TIPPING,Bank,success,113.0000,0.0000,19.0000,121613352435,FALSE,TRUE,5,121613352435
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,121524877137,FALSE,TRUE,0,121524877137
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,121437516768,FALSE,TRUE,0,121437516768
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,121357624326,FALSE,TRUE,0,121357624326
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,71.0000,0.0000,19.0000,121268113373,FALSE,TRUE,0,121268113373
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,121178355170,FALSE,TRUE,0,121178355170
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,121093700643,FALSE,TRUE,0,121093700643
237658375,59d09e18-bbbc-42e5-a07d-38618756456d,237658375,PRE_ORDER_TIPPING,Bank,success,102.0000,0.0000,24.0000,121015145725,FALSE,TRUE,0,121015145725
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,79.0000,0.0000,19.0000,120836747907,FALSE,TRUE,0,120836747907
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,120662963474,FALSE,TRUE,0,120662963474
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,75.0000,0.0000,19.0000,120490773153,FALSE,TRUE,0,120490773153
237658375,cd5c616f-d226-4d81-b7f3-04e179e34fce,237658375,PRE_ORDER_TIPPING,Bank,success,113.0000,0.0000,19.0000,120385647491,FALSE,TRUE,5,120385647491
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,95.0000,0.0000,19.0000,120144848877,FALSE,TRUE,0,120144848877
237658375,a5160917-f4db-4a70-8ee2-fd763426a3d9,237658375,PRE_ORDER_TIPPING,Bank,success,104.0000,0.0000,19.0000,120060692628,FALSE,TRUE,0,120060692628
237658375,374ef8c1-49e3-4bd8-89eb-457e521de6d8,237658375,PRE_ORDER_TIPPING,Bank,success,169.0000,0.0000,9.0000,119882143049,FALSE,TRUE,0,119882143049
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,99.0000,0.0000,9.0000,118503296509,FALSE,TRUE,0,118503296509
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,60.0000,0.0000,0.0000,118414037989,FALSE,TRUE,0,118414037989
237658375,bd831a9b-d28e-4be6-b61f-d1df4a256bff,237658375,PRE_ORDER_TIPPING,Bank,success,59.0000,0.0000,5.0000,118302614663,FALSE,TRUE,0,118302614663
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,56.0000,0.0000,0.0000,118241485990,FALSE,TRUE,0,118241485990
237658375,7710458b-c6fe-428a-86a6-579d80951877,237658375,PRE_ORDER_TIPPING,Bank,success,118.0000,0.0000,0.0000,118151861254,FALSE,TRUE,0,118151861254
237658375,00268ff9-1235-40a1-9359-8887676dd915,237658375,PRE_ORDER_TIPPING,Bank,success,68.0000,0.0000,0.0000,118075030150,FALSE,TRUE,0,118075030150
237658375,5a21d4bd-84a2-4bf1-a41d-5df2abca50ca,237658375,PRE_ORDER_TIPPING,Bank,success,72.0000,0.0000,0.0000,117998439386,FALSE,TRUE,0,117998439386
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,60.0000,0.0000,0.0000,117981557454,FALSE,TRUE,0,117981557454
237658375,6c8deec0-4794-4f58-8b34-4d62d3f5cd74,237658375,PRE_ORDER_TIPPING,Bank,success,60.0000,0.0000,0.0000,117897462809,FALSE,TRUE,0,117897462809
237658375,cd5c616f-d226-4d81-b7f3-04e179e34fce,237658375,PRE_ORDER_TIPPING,Bank,success,94.0000,0.0000,0.0000,117810261435,FALSE,TRUE,5,117810261435
237658375,9fdedfea-f83e-41ad-8132-bc0680e83a80,237658375,PRE_ORDER_TIPPING,Bank,success,60.0000,0.0000,0.0000,117728240591,FALSE,TRUE,0,117728240591
237658375,68036425-9ab3-43fd-bd4e-5970923c976d,237658375,PRE_ORDER_TIPPING,Bank,success,90.0000,0.0000,0.0000,117464628967,FALSE,TRUE,0,117464628967
237658375,2c06945f-74ae-4167-a8f9-8354f240b068,237658375,PRE_ORDER_TIPPING,Bank,success,103.0000,0.0000,0.0000,117364500509,FALSE,TRUE,5,117364500509
237658375,62d02e35-e7d4-4ae7-a0dd-0099f0d01143,237658375,PRE_ORDER_TIPPING,Bank,success,56.0000,0.0000,0.0000,117296923443,FALSE,TRUE,0,117296923443
237658375,2b1ccd2c-9062-4a76-ba73-0a467ae96ed3,237658375,PRE_ORDER_TIPPING,Bank,success,68.0000,0.0000,0.0000,117207245564,FALSE,TRUE,0,117207245564
26700403,0a330473-3fe9-413b-bf94-164774351c52,26700403,,PhonePe,success,264.0000,0.0000,0.0000,67523967317,FALSE,TRUE,16,67523967317
26700403,d8e678b1-6457-4ffb-8566-2bfef00c7ef6,26700403,,Cash,success,119.0000,0.0000,19.0000,66233952860,FALSE,TRUE,7,66233952860
109798383,88816869-522f-46d4-8cc5-03dfda061416,109798383,PRE_ORDER_TIPPING,PhonePe,success,146.0000,0.0000,45.0000,106858576360,FALSE,TRUE,7,106858576360
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,205.0000,0.0000,26.0000,120642497357,FALSE,TRUE,10,120642497357
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,111.0000,0.0000,26.0000,119515034193,FALSE,TRUE,6,119515034193
225980322,587234d9-f547-4ae6-8986-d2a8b574e894,225980322,PRE_ORDER_TIPPING,Bank,success,107.0000,0.0000,0.0000,118910814329,FALSE,TRUE,7,118910814329
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,179.0000,0.0000,0.0000,118825635553,FALSE,TRUE,10,118825635553
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,179.0000,0.0000,0.0000,118307791617,FALSE,TRUE,10,118307791617
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Credit/Debit card,success,179.0000,0.0000,0.0000,118222665110,FALSE,TRUE,10,118222665110
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Credit/Debit card,success,179.0000,0.0000,0.0000,117875806846,FALSE,TRUE,10,117875806846
225980322,730f139c-8a59-4d90-9850-92f6e739212a,225980322,PRE_ORDER_TIPPING,Bank,success,124.0000,0.0000,0.0000,117789351073,FALSE,TRUE,5,117789351073
225980322,6ec09ee5-5a12-4a0b-ba12-3a9105f3fb73,225980322,PRE_ORDER_TIPPING,Bank,success,116.0000,0.0000,0.0000,117445556212,FALSE,TRUE,7,117445556212
225980322,7acc94b8-5800-489b-af8f-3b489d2c9948,225980322,PRE_ORDER_TIPPING,Bank,success,123.0000,0.0000,0.0000,117272321626,FALSE,TRUE,8,117272321626
225980322,e445de15-a39d-4a54-b0ca-06ad2bab9ec6,225980322,PRE_ORDER_TIPPING,Bank,success,127.0000,0.0000,0.0000,117271826181,FALSE,TRUE,8,117271826181
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,179.0000,0.0000,0.0000,117270995438,FALSE,TRUE,10,117270995438
225980322,77d2319e-c02d-4551-8507-5358c36882cc,225980322,PRE_ORDER_TIPPING,Credit/Debit card,success,191.0000,0.0000,0.0000,117183445334,FALSE,TRUE,11,117183445334
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,95.0000,0.0000,0.0000,117098227960,FALSE,TRUE,6,117098227960
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,81.0000,0.0000,0.0000,117010572677,FALSE,TRUE,5,117010572677
225980322,67be02e4-8f95-4cb0-b370-1cfec1be8b47,225980322,PRE_ORDER_TIPPING,Bank,success,104.0000,0.0000,0.0000,116759364945,FALSE,TRUE,6,116759364945
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Credit/Debit card,success,85.0000,0.0000,0.0000,116663969150,FALSE,TRUE,6,116663969150
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,PhonePe,success,148.0000,0.0000,0.0000,118491716868,FALSE,TRUE,9,118491716868
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,PhonePe,success,85.0000,0.0000,0.0000,116578672902,FALSE,TRUE,6,116578672902
225980322,4b784ea3-c2a3-414c-ac8a-be5c8fdaebf9,225980322,PRE_ORDER_TIPPING,Credit/Debit card,refund-initiated,88.0000,0.0000,0.0000,116493438724,FALSE,,5,116493438724
225980322,dd24db34-cef0-4c31-866e-670f05393ee4,225980322,PRE_ORDER_TIPPING,Bank,success,113.0000,0.0000,28.0000,116406726316,FALSE,TRUE,6,116406726316
225980322,20b6101d-a430-4c1f-a777-0b8b54e6f312,225980322,PRE_ORDER_TIPPING,Bank,refund-initiated,107.0000,0.0000,38.0000,116146922399,FALSE,,4,116146922399
225980322,12c2f371-da66-4cc0-8ab0-8b7c96250fea,225980322,PRE_ORDER_TIPPING,Bank,success,246.0000,0.0000,23.0000,116061108547,FALSE,TRUE,12,116061108547
225980322,a251397c-3542-4a17-85d8-7f3a03d8130a,225980322,PRE_ORDER_TIPPING,Bank,success,104.0000,0.0000,23.0000,115973368780,FALSE,TRUE,5,115973368780
225980322,a39e182f-1452-4890-9886-d77a5a400096,225980322,PRE_ORDER_TIPPING,Bank,success,122.0000,0.0000,23.0000,115888283488,FALSE,TRUE,6,115888283488
225980322,da54c579-66c7-4192-a2a7-3b55aa9fe145,225980322,PRE_ORDER_TIPPING,Bank,success,121.0000,0.0000,23.0000,115801516088,FALSE,TRUE,5,115801516088
225980322,6f9806e2-0450-4209-a757-06cb5477d50e,225980322,PRE_ORDER_TIPPING,Bank,success,96.0000,0.0000,23.0000,115542196851,FALSE,TRUE,9,115542196851
225980322,402c6d4e-03dd-42b6-a27b-0c4f68b20a50,225980322,PRE_ORDER_TIPPING,Bank,success,104.0000,0.0000,23.0000,115457620494,FALSE,TRUE,5,115457620494
225980322,e06e190a-22e9-44b0-abc9-3afb5e919597,225980322,PRE_ORDER_TIPPING,Bank,success,106.0000,0.0000,0.0000,115369641419,FALSE,TRUE,6,115369641419
225980322,ffb3b825-4b33-4d16-a269-80ebec8d5df9,225980322,PRE_ORDER_TIPPING,Bank,success,90.0000,0.0000,0.0000,115369346209,FALSE,TRUE,6,115369346209
225980322,d9865b64-efd4-4425-b16f-9a3bac8702e4,225980322,PRE_ORDER_TIPPING,Bank,success,116.0000,0.0000,0.0000,115285207654,FALSE,TRUE,6,115285207654
225980322,da54c579-66c7-4192-a2a7-3b55aa9fe145,225980322,PRE_ORDER_TIPPING,Bank,success,93.0000,0.0000,0.0000,115197448716,FALSE,TRUE,5,115197448716
225980322,9ce8ea75-a444-4cf5-a731-54f284e47195,225980322,PRE_ORDER_TIPPING,Bank,success,511.0000,0.0000,54.0000,115025023791,FALSE,TRUE,22,115025023791
225980322,0aa512b3-00db-43ab-ad2d-2702de4e14ce,225980322,PRE_ORDER_TIPPING,Bank,success,116.0000,0.0000,0.0000,114851558206,FALSE,TRUE,7,114851558206
225980322,0aa512b3-00db-43ab-ad2d-2702de4e14ce,225980322,PRE_ORDER_TIPPING,Bank,success,126.0000,0.0000,0.0000,114765946630,FALSE,TRUE,7,114765946630
225980322,658ab3b4-38d7-41ba-a3ed-291789d55773,225980322,PRE_ORDER_TIPPING,Bank,refund-initiated,299.0000,0.0000,59.0000,114680624727,FALSE,,11,114680624727
225980322,da54c579-66c7-4192-a2a7-3b55aa9fe145,225980322,PRE_ORDER_TIPPING,Bank,success,93.0000,0.0000,0.0000,114592318480,FALSE,TRUE,5,114592318480
225980322,68b04fa1-1358-49a8-ab56-2ee08d74c02e,225980322,PRE_ORDER_TIPPING,Bank,success,205.0000,0.0000,0.0000,114420461063,FALSE,TRUE,0,114420461063
225980322,9d10f949-3115-433d-a8fb-1367dc618b6b,225980322,PRE_ORDER_TIPPING,Bank,success,81.0000,0.0000,0.0000,114334681698,FALSE,TRUE,5,114334681698
225980322,f50cf185-3dbe-47fc-bf62-4c5d82ca7757,225980322,PRE_ORDER_TIPPING,Bank,success,106.0000,0.0000,23.0000,114245426401,FALSE,TRUE,4,114245426401
225980322,2510b333-d87e-4b1e-a6b6-d8de822f1102,225980322,PRE_ORDER_TIPPING,Bank,success,109.0000,0.0000,23.0000,114159400689,FALSE,TRUE,5,114159400689
225980322,da54c579-66c7-4192-a2a7-3b55aa9fe145,225980322,PRE_ORDER_TIPPING,Bank,success,116.0000,0.0000,23.0000,114072762313,FALSE,TRUE,5,114072762313
225980322,b62d3397-0d2d-4550-91e5-3d2119f92d00,225980322,PRE_ORDER_TIPPING,Bank,success,99.0000,0.0000,23.0000,113987819152,FALSE,TRUE,5,113987819152
225980322,289f1df2-aa15-43d0-bd7e-9e4039ac4857,225980322,PRE_ORDER_TIPPING,Bank,success,124.0000,0.0000,48.0000,113814033468,FALSE,TRUE,4,113814033468
225980322,da54c579-66c7-4192-a2a7-3b55aa9fe145,225980322,PRE_ORDER_TIPPING,Bank,success,116.0000,0.0000,23.0000,113643874971,FALSE,TRUE,5,113643874971
225980322,58c7f9fc-61f7-493e-9971-e034c91e81d2,225980322,PRE_ORDER_TIPPING,Bank,success,113.0000,0.0000,28.0000,113557174135,FALSE,TRUE,6,113557174135
225980322,bcbb8567-f708-422d-afbf-0a6366841302,225980322,PRE_ORDER_TIPPING,Bank,success,122.0000,0.0000,23.0000,113209052483,FALSE,TRUE,9,113209052483
225980322,c07a8957-c519-49ab-baff-eb1aa55700dc,225980322,PRE_ORDER_TIPPING,Bank,success,127.0000,0.0000,38.0000,113123215172,FALSE,TRUE,5,113123215172
225980322,61058765-2306-4dfe-9458-90ac2a94045d,225980322,PRE_ORDER_TIPPING,Bank,success,94.0000,0.0000,38.0000,113033898618,FALSE,TRUE,4,113033898618
225980322,c7c06518-a977-4ed2-a4ab-50d37e929d6c,225980322,PRE_ORDER_TIPPING,Bank,success,113.0000,0.0000,23.0000,112864497608,FALSE,TRUE,5,112864497608
225980322,ccd0fbb0-d99f-4570-a9b5-8547842f219d,225980322,PRE_ORDER_TIPPING,Bank,success,106.0000,0.0000,23.0000,112776589292,FALSE,TRUE,0,112776589292
225980322,a5240829-aa20-4b57-8d9b-b8901087d234,225980322,PRE_ORDER_TIPPING,Bank,success,121.0000,0.0000,38.0000,112604305380,FALSE,TRUE,5,112604305380
225980322,e0eebe7b-e2b3-4487-a0e6-ecc52af00fdc,225980322,PRE_ORDER_TIPPING,Bank,success,128.0000,0.0000,38.0000,112262351930,FALSE,TRUE,5,112262351930
225980322,7a2d4ce8-7919-47c4-b0d7-a230c1f1a29f,225980322,PRE_ORDER_TIPPING,Bank,success,143.0000,0.0000,38.0000,112002077959,FALSE,TRUE,0,112002077959
225980322,74a4f9e4-414a-4cc6-8468-2641b44f59cd,225980322,PRE_ORDER_TIPPING,Bank,success,137.0000,0.0000,23.0000,111917197546,FALSE,TRUE,6,111917197546
